snapshot_date,player_name,team_name,competition,position,age,predicted_value_eur,form_multiplier,contract_modifier,form_score,goals_recent,assists_recent,matches_played_recent,dynamic_value_eur,value_delta_pct
2026-09-12,Unai López,Rayo Vallecano de Madrid,PD,,28.75564681724846,5046150.5,1.0,0.95,0.0,0,0,0,4793843.0,-5.0
2026-09-12,Raúl,CA Osasuna,PD,,23.742642026009584,4998060.0,1.0,1.0,0.0,0,0,0,4998060.0,0.0
2026-09-12,Jofre Carreras Pagès,RCD Espanyol de Barcelona,PD,,23.123887748117728,4971656.5,1.0,1.0,0.0,0,0,0,4971656.0,-0.0
2026-09-12,Munir El Haddadi,CD Leganés,PD,,28.91718001368925,4959902.5,1.0,0.95,0.0,0,0,0,4711907.0,-5.0
2026-09-12,Rubén García,CA Osasuna,PD,,31.04996577686516,4902735.0,1.0,0.82,0.0,0,0,0,4020243.0,-18.0
2026-09-12,Hákon Haraldsson,Lille OSC,FL1,,21.31143052703628,4835571.0,0.91,1.0,0.2,1,0,3,4400370.0,-9.0
2026-09-12,Joakim Mæhle,VfL Wolfsburg,BL1,,27.200547570157426,4776191.5,1.0,0.95,0.0,0,0,0,4537382.0,-5.0
2026-09-12,Hernani,Parma Calcio 1913,SA,,30.349075975359344,4771506.5,1.0,0.82,0.0,0,0,0,3912635.0,-18.0
2026-09-12,Tim Weah,Juventus FC,SA,,24.44079397672827,4752668.5,1.0,1.0,0.0,0,0,0,4752668.0,-0.0
2026-09-12,Jonathan Clauss,OGC Nice,FL1,,31.84941820670773,4734993.0,1.0,0.82,0.0,0,0,0,3882694.0,-18.0
2026-09-12,Douglas Augusto,FC Nantes,FL1,,27.548254620123203,4711628.5,1.0,0.95,0.0,0,0,0,4476047.0,-5.0
2026-09-12,Lucas Stassin,AS Saint-Étienne,FL1,,19.67145790554415,4583019.0,0.91,1.0,0.2,1,0,2,4170547.0,-9.0
2026-09-12,Junya Ito,Stade de Reims,FL1,,31.39767282683093,4570204.5,1.0,0.82,0.0,0,0,0,3747568.0,-18.0
2026-09-12,Marten de Roon,Atalanta BC,SA,,33.34428473648186,4519329.5,1.0,0.82,0.0,0,0,0,3705850.0,-18.0
2026-09-12,RamónTerrats Espacio,Getafe CF,PD,,23.786447638603697,4483339.0,1.0,1.0,0.0,0,0,0,4483339.0,0.0
2026-09-12,Ado Onaiwu,AJ Auxerre,FL1,,28.73100616016427,4395814.0,1.0,0.95,0.0,0,0,0,4176023.0,-5.0
2026-09-12,Myron Boadu,VfL Bochum 1848,BL1,,23.54551676933607,4384464.0,1.0,1.0,0.0,0,0,0,4384464.0,0.0
2026-09-12,Brahim Diaz,Real Madrid CF,PD,,24.996577686516083,4381621.5,1.0,1.0,0.0,0,0,0,4381622.0,0.0
2026-09-12,Santiago Pierotti,US Lecce,SA,,23.32922655715264,4341809.5,1.0,1.0,0.0,0,0,0,4341810.0,0.0
2026-09-12,Alexandre Lacazette,Olympique Lyonnais,FL1,,33.18001368925393,4319025.5,1.0,0.82,0.0,0,0,0,3541601.0,-18.0
2026-09-12,Cristhian Stuani,Girona FC,PD,,37.804243668720055,4300308.5,1.0,0.65,0.0,0,0,0,2795201.0,-35.0
2026-09-12,Juanlu,Sevilla FC,PD,,20.9637234770705,4213378.5,1.0,1.0,0.0,0,0,0,4213378.0,-0.0
2026-09-12,Enrico Del Prato,Parma Calcio 1913,SA,,24.725530458590008,4191316.25,1.0,1.0,0.0,0,0,0,4191316.0,-0.0
2026-09-12,Ibrahima Niane,Angers SCO,FL1,,25.39356605065024,4149496.25,1.0,0.95,0.0,0,0,0,3942021.0,-5.0
2026-09-12,Aitor Paredes Casamichana,Athletic Club,PD,,24.257357973990416,4137081.0,0.91,1.0,0.2,1,0,5,3764744.0,-9.0
2026-09-12,Oladapo Afolayan,FC St. Pauli 1910,BL1,,26.466803559206024,4107353.0,1.0,0.95,0.0,0,0,0,3901985.0,-5.0
2026-09-12,Matúš Bero,VfL Bochum 1848,BL1,,28.903490759753595,4105563.25,1.0,0.95,0.0,0,0,0,3900285.0,-5.0
2026-09-12,Albert Guðmundsson,ACF Fiorentina,SA,,27.129363449692,4101912.0,0.91,0.95,0.2,1,0,4,3546103.0,-13.5
2026-09-12,Mathias Honsak,1. FC Heidenheim 1846,BL1,,27.61396303901437,4094451.0,1.0,0.95,0.0,0,0,0,3889728.0,-5.0
2026-09-12,Andrej Kramarić,TSG 1899 Hoffenheim,BL1,,33.11978097193703,4059102.25,1.0,0.82,0.0,0,0,0,3328464.0,-18.0
2026-09-12,Jeong Wooyeong,1. FC Union Berlin,BL1,,24.865160848733744,4050231.75,1.0,1.0,0.0,0,0,0,4050232.0,0.0
2026-09-12,Rasmus Kristensen,Eintracht Frankfurt,BL1,,27.05817932922656,4044607.75,1.0,0.95,0.0,0,0,0,3842377.0,-5.0
2026-09-12,Philipp Hofmann,VfL Bochum 1848,BL1,,31.34017796030116,4026143.0,1.0,0.82,0.0,0,0,0,3301437.0,-18.0
2026-09-12,Irvin Cardona,AS Saint-Étienne,FL1,,26.981519507186857,3999195.0,1.0,0.95,0.0,0,0,0,3799235.0,-5.0
2026-09-12,Jan Schöppner,1. FC Heidenheim 1846,BL1,,25.138945927446954,3964816.0,1.0,0.95,0.0,0,0,0,3766575.0,-5.0
2026-09-12,Joan Jordán,Deportivo Alavés,PD,,30.072553045859,3916058.0,1.0,0.82,0.0,0,0,0,3211168.0,-18.0
2026-09-12,Marko Arnautovic,FC Internazionale Milano,SA,,35.285420944558524,3896619.0,1.0,0.65,0.0,0,0,0,2532802.0,-35.0
2026-09-12,Felix Kalu Nmecha,Borussia Dortmund,BL1,,23.80835044490076,3886087.0,0.97,1.0,0.4,2,0,3,3769504.0,-3.0
2026-09-12,Mohamed Cho,OGC Nice,FL1,,20.53388090349076,3816102.0,1.0,1.0,0.0,0,0,0,3816102.0,0.0
2026-09-12,Pedro,SS Lazio,SA,,37.01300479123888,3809008.5,1.0,0.65,0.0,0,0,0,2475856.0,-35.0
2026-09-12,Dany Mota Carvalho,AC Monza,SA,,26.250513347022583,3790682.75,1.0,0.95,0.0,0,0,0,3601149.0,-5.0
2026-09-12,Matias Soule,AS Roma,SA,,21.297741273100616,3777046.0,1.01,1.0,0.5333,2,1,3,3814816.0,1.0
2026-09-12,Przemysław Frankowski,Racing Club de Lens,FL1,,29.305954825462013,3767631.25,0.95,0.95,0.3333,1,1,4,3400287.0,-9.8
2026-09-12,Gift Orban,TSG 1899 Hoffenheim,BL1,,22.04243668720055,3735210.75,1.0,1.0,0.0,0,0,0,3735211.0,0.0
2026-09-12,Ibrahim Sissoko,AS Saint-Étienne,FL1,,28.67898699520876,3718002.5,1.0,0.95,0.0,0,0,0,3532102.0,-5.0
2026-09-12,Abdoulaye Touré,Le Havre AC,FL1,,30.41478439425052,3707719.75,1.0,0.82,0.0,0,0,0,3040330.0,-18.0
2026-09-12,Andrej Ilic,1. FC Union Berlin,BL1,,24.32854209445585,3706853.75,1.0,1.0,0.0,0,0,0,3706854.0,0.0
2026-09-12,Ali El Abdi,OGC Nice,FL1,,30.61464750171116,3695815.75,1.0,0.82,0.0,0,0,0,3030569.0,-18.0
2026-09-12,Issa Soumaré,Le Havre AC,FL1,,23.80835044490076,3695755.75,1.0,1.0,0.0,0,0,0,3695756.0,0.0
2026-09-12,Elias Saad,FC St. Pauli 1910,BL1,,24.5968514715948,3562154.75,1.0,1.0,0.0,0,0,0,3562155.0,0.0
2026-09-12,Oumar Diakite,Stade de Reims,FL1,,20.61601642710472,3552330.25,1.0,1.0,0.0,0,0,0,3552330.0,-0.0
2026-09-12,Carlos Gómez,Stade Rennais FC 1901,FL1,,21.88637919233402,3402073.75,1.0,1.0,0.0,0,0,0,3402074.0,0.0
2026-09-12,Mamadou Sylla,Real Valladolid CF,PD,,30.368240930869263,3297484.75,1.0,0.82,0.0,0,0,0,2703937.0,-18.0
2026-09-12,Jubal Júnior,AJ Auxerre,FL1,,30.924024640657084,3294530.0,1.0,0.82,0.0,0,0,0,2701515.0,-18.0
2026-09-12,Álvaro García,Rayo Vallecano de Madrid,PD,,31.761806981519506,3292585.75,0.95,0.82,0.3333,1,1,4,2564924.0,-22.1
2026-09-12,Matteo Darmian,FC Internazionale Milano,SA,,34.66392881587954,3268168.5,1.0,0.65,0.0,0,0,0,2124310.0,-35.0
2026-09-12,Haris Tabaković,TSG 1899 Hoffenheim,BL1,,30.11635865845312,3246937.75,1.0,0.82,0.0,0,0,0,2662489.0,-18.0
2026-09-12,Adrian Beck,1. FC Heidenheim 1846,BL1,,27.145790554414784,3242079.75,1.0,0.95,0.0,0,0,0,3079976.0,-5.0
2026-09-12,Álex Muñoz,UD Las Palmas,PD,,30.00684462696783,3222911.5,1.0,0.82,0.0,0,0,0,2642787.0,-18.0
2026-09-12,Yaser Asprilla,Girona FC,PD,,20.700889801505816,3028421.75,1.0,1.0,0.0,0,0,0,3028422.0,0.0
2026-09-12,André Ayew,Le Havre AC,FL1,,34.62286105407255,3022671.25,1.0,0.65,0.0,0,0,0,1964736.0,-35.0
2026-09-12,Steven Skrzybski,Holstein Kiel,BL1,,31.7015742642026,3018799.5,1.0,0.82,0.0,0,0,0,2475416.0,-18.0
2026-09-12,Dani Parejo,Villarreal CF,PD,,35.29363449691992,2899648.0,1.0,0.65,0.0,0,0,0,1884771.0,-35.0
2026-09-12,Kike García,Deportivo Alavés,PD,,34.68309377138946,2843870.25,1.0,0.65,0.0,0,0,0,1848516.0,-35.0
2026-09-12,Ahmadou Bamba Dieng,Angers SCO,FL1,,24.358658453114305,2750391.75,1.0,1.0,0.0,0,0,0,2750392.0,0.0
2026-09-12,Kenny Lala,Stade Brestois 29,FL1,,32.82956878850103,2748768.75,1.0,0.82,0.0,0,0,0,2253990.0,-18.0
2026-09-12,Willi Orban,RB Leipzig,BL1,,31.742642026009584,2743190.75,1.0,0.82,0.0,0,0,0,2249416.0,-18.0
2026-09-12,Orri Oskarsson,Real Sociedad de Fútbol,PD,,19.923340177960306,2617992.75,0.91,1.0,0.2,1,0,5,2382373.0,-9.0
2026-09-12,Joshua King,Toulouse FC,FL1,,32.544832306639286,2601868.75,0.97,0.82,0.4,2,0,4,2069526.0,-20.5
2026-09-12,Duván Zapata,Torino FC,SA,,33.33607118412046,2482891.0,1.0,0.82,0.0,0,0,0,2035971.0,-18.0
2026-09-12,Arouna Sangante,Le Havre AC,FL1,,22.305270362765228,2438104.25,1.0,1.0,0.0,0,0,0,2438104.0,-0.0
2026-09-12,Santiago Giménez,AC Milan,SA,,23.28815879534565,2391526.25,1.0,1.0,0.0,0,0,0,2391526.0,-0.0
2026-09-12,Jamie Vardy,Leicester City FC,PL,,37.55509924709104,2349756.5,1.0,0.65,0.0,0,0,0,1527342.0,-35.0
2026-09-12,Leandro Cabrera,RCD Espanyol de Barcelona,PD,,33.125256673511295,2273735.75,1.0,0.82,0.0,0,0,0,1864463.0,-18.0
2026-09-12,Adam Marušić,SS Lazio,SA,,31.789185489390828,2133137.25,1.0,0.82,0.0,0,0,0,1749173.0,-18.0
2026-09-12,Sepe Elye Wahi,Olympique de Marseille,FL1,,21.579739904175224,1825420.0,0.91,1.0,0.2,1,0,2,1661132.0,-9.0
2026-09-12,Vítor Roque,Real Betis Balompié,PD,,19.42231348391513,1744017.0,1.0,1.0,0.0,0,0,0,1744017.0,0.0
2026-09-12,Dani Rodríguez,RCD Mallorca,PD,,36.1533196440794,1355529.25,1.0,0.65,0.0,0,0,0,881094.0,-35.0
2026-09-12,Milan Đurić,Parma Calcio 1913,SA,,34.195756331279945,704353.6875,1.0,0.65,0.0,0,0,0,457830.0,-35.0
2026-09-13,Kylian Mbappé,Real Madrid CF,PD,,25.61533196440794,124040408.0,1.15,0.95,1.0,6,1,5,135514146.0,9.3
2026-09-13,Erling Haaland,Manchester City FC,PL,,24.030116358658454,120039632.0,1.03,1.0,0.6,3,0,3,123640821.0,3.0
2026-09-13,Florian Wirtz,Bayer 04 Leverkusen,BL1,,21.24845995893224,119180016.0,1.0,1.0,0.0,0,0,0,119180016.0,0.0
2026-09-13,Ousmane Dembélé,Paris Saint-Germain FC,FL1,,27.21423682409309,114443256.0,1.0,0.95,0.0,0,0,0,108721093.0,-5.0
2026-09-13,Vinicius Junior,Real Madrid CF,PD,,24.05475701574264,107915656.0,1.03,1.0,0.6,1,3,5,111153126.0,3.0
2026-09-13,Declan Rice,Arsenal FC,PL,,25.54688569472964,102920032.0,1.0,0.95,0.0,0,0,0,97774030.0,-5.0
2026-09-13,Bukayo Saka,Arsenal FC,PL,,22.90485968514716,100040088.0,1.03,1.0,0.6,3,0,4,103041291.0,3.0
2026-09-13,Raphinha,FC Barcelona,PD,,27.630390143737166,92569968.0,1.09,0.95,0.8,6,0,4,95856202.0,3.6
2026-09-13,Jude Bellingham,Real Madrid CF,PD,,21.09240246406571,90665816.0,1.11,1.0,0.8667,3,2,5,100639056.0,11.0
2026-09-13,Dominik Szoboszlai,Liverpool FC,PL,,23.76728268309377,89493208.0,0.91,1.0,0.2,1,0,4,81438819.0,-9.0
2026-09-13,Luis Díaz,Liverpool FC,PL,,27.548254620123203,88083736.0,0.91,0.95,0.2,1,0,2,76148390.0,-13.5
2026-09-13,Xavi Simons,RB Leipzig,BL1,,21.281314168377826,87278152.0,1.0,1.0,0.0,0,0,0,87278152.0,0.0
2026-09-13,Bryan Mbeumo,Brentford FC,PL,,24.985626283367555,86841600.0,0.97,1.0,0.4,2,0,3,84236352.0,-3.0
2026-09-13,Michael Olise,FC Bayern München,BL1,,22.63655030800821,86521680.0,0.91,1.0,0.2,1,0,2,78734729.0,-9.0
2026-09-13,Jonathan David,Lille OSC,FL1,,24.54757015742642,85452208.0,1.0,1.0,0.0,0,0,0,85452208.0,0.0
2026-09-13,Nicolas Jackson,Chelsea FC,PL,,23.11567419575633,85393064.0,1.0,1.0,0.0,0,0,0,85393064.0,0.0
2026-09-13,Cody Gakpo,Liverpool FC,PL,,25.23750855578371,85159496.0,1.03,0.95,0.6,1,3,4,83328567.0,-2.1
2026-09-13,Phil Foden,Manchester City FC,PL,,24.177960301163587,83639888.0,1.0,1.0,0.0,0,0,0,83639888.0,0.0
2026-09-13,Enzo Fernández,Chelsea FC,PL,,23.537303216974674,83538968.0,1.0,1.0,0.0,0,0,0,83538968.0,0.0
2026-09-13,Federico Valverde,Real Madrid CF,PD,,26.028747433264886,83363720.0,1.0,0.95,0.0,0,0,0,79195534.0,-5.0
2026-09-13,Bradley Barcola,Paris Saint-Germain FC,FL1,,21.913757700205338,82975072.0,1.0,1.0,0.0,0,0,0,82975072.0,0.0
2026-09-13,Lamine Yamal,FC Barcelona,PD,,17.05407255304586,79266632.0,1.09,1.0,0.8,4,0,4,86400629.0,9.0
2026-09-13,Omar Marmoush,Eintracht Frankfurt,BL1,,25.481177275838466,78947208.0,1.0,0.95,0.0,0,0,0,74999848.0,-5.0
2026-09-13,Liam Delap,Ipswich Town FC,PL,,21.47843942505133,77898368.0,0.91,1.0,0.2,1,0,3,70887515.0,-9.0
2026-09-13,Pedri,FC Barcelona,PD,,21.683778234086244,76792840.0,0.95,1.0,0.3333,1,1,4,72953198.0,-5.0
2026-09-13,Jamal Musiala,FC Bayern München,BL1,,21.429158110882955,76388768.0,1.0,1.0,0.0,0,0,0,76388768.0,0.0
2026-09-13,Pedro Neto,Chelsea FC,PL,,24.39698836413416,74498632.0,0.91,1.0,0.2,1,0,4,67793755.0,-9.0
2026-09-13,Matheus Cunha,Wolverhampton Wanderers FC,PL,,25.182751540041068,74328448.0,1.0,0.95,0.0,0,0,0,70612026.0,-5.0
2026-09-13,Cole Palmer,Chelsea FC,PL,,22.23956194387405,74268504.0,1.05,1.0,0.6667,2,2,4,77981929.0,5.0
2026-09-13,Dejan Kulusevski,Tottenham Hotspur FC,PL,,24.268309377138944,71574152.0,1.0,1.0,0.0,0,0,0,71574152.0,0.0
2026-09-13,Eberechi Eze,Crystal Palace FC,PL,,26.091718001368925,71436952.0,1.0,0.95,0.0,0,0,0,67865104.0,-5.0
2026-09-13,Dani Olmo,FC Barcelona,PD,,26.236824093086927,70578968.0,1.0,0.95,0.0,0,0,0,67050020.0,-5.0
2026-09-13,Noni Madueke,Chelsea FC,PL,,22.39561943874059,70232368.0,1.0,1.0,0.0,0,0,0,70232368.0,0.0
2026-09-13,Amad Diallo,Manchester United FC,PL,,22.05886379192334,68797144.0,1.0,1.0,0.0,0,0,0,68797144.0,0.0
2026-09-13,Achraf Hakimi,Paris Saint-Germain FC,FL1,,25.741273100616016,68712432.0,1.0,0.95,0.0,0,0,0,65276810.0,-5.0
2026-09-13,Anthony Elanga,Nottingham Forest FC,PL,,22.26420260095825,67697480.0,0.97,1.0,0.4,2,0,3,65666556.0,-3.0
2026-09-13,Christian Pulisic,AC Milan,SA,,25.869952087611225,67456712.0,1.0,0.95,0.0,0,0,0,64083876.0,-5.0
2026-09-13,Álex Baena,Villarreal CF,PD,,23.033538672142367,66990892.0,1.07,1.0,0.7333,3,1,4,71680254.0,7.0
2026-09-13,Mohammed Kudus,West Ham United FC,PL,,23.99726214921287,66463860.0,1.0,1.0,0.0,0,0,0,66463860.0,0.0
2026-09-13,Kang-in Lee,Paris Saint-Germain FC,FL1,,23.44695414099932,66337464.0,0.95,1.0,0.3333,1,1,4,63020591.0,-5.0
2026-09-13,Marcus Rashford,Aston Villa FC,PL,,26.751540041067763,66229748.0,1.0,0.95,0.0,0,0,0,62918261.0,-5.0
2026-09-13,Bruno Guimarães,Newcastle United FC,PL,,26.70773442847365,66094216.0,0.91,0.95,0.2,1,0,3,57138450.0,-13.5
2026-09-13,Alexander Sørloth,Club Atlético de Madrid,PD,,28.657084188911703,66040408.0,1.0,0.95,0.0,0,0,0,62738388.0,-5.0
2026-09-13,James Maddison,Tottenham Hotspur FC,PL,,27.68788501026694,64216564.0,1.0,0.95,0.0,0,0,0,61005736.0,-5.0
2026-09-13,Andrey Santos,RC Strasbourg Alsace,FL1,,20.246406570841888,64151316.0,1.0,1.0,0.0,0,0,0,64151316.0,0.0
2026-09-13,João Pedro,Brighton & Hove Albion FC,PL,,22.847364818617383,63838108.0,1.09,1.0,0.8,3,3,4,69583538.0,9.0
2026-09-13,Darwin Núñez,Liverpool FC,PL,,25.10609171800137,63526432.0,1.0,0.95,0.0,0,0,0,60350110.0,-5.0
2026-09-13,Anthony Gordon,Newcastle United FC,PL,,23.43326488706365,62916756.0,1.0,1.0,0.0,0,0,0,62916756.0,0.0
2026-09-13,Harry Kane,FC Bayern München,BL1,,31.01163586584531,62613520.0,1.0,0.82,0.0,0,0,0,51343086.0,-18.0
2026-09-13,Sandro Tonali,Newcastle United FC,PL,,24.23271731690623,62563976.0,1.0,1.0,0.0,0,0,0,62563976.0,0.0
2026-09-13,Alexis Mac Allister,Liverpool FC,PL,,25.60438056125941,61968148.0,1.0,0.95,0.0,0,0,0,58869741.0,-5.0
2026-09-13,Alexander Isak,Newcastle United FC,PL,,24.862422997946613,61705132.0,1.03,1.0,0.6,3,0,4,63556286.0,3.0
2026-09-13,Morgan Rogers,Aston Villa FC,PL,,22.01779603011636,59788984.0,1.07,1.0,0.7333,3,1,4,63974213.0,7.0
2026-09-13,Kaoru Mitoma,Brighton & Hove Albion FC,PL,,27.200547570157426,59384156.0,1.0,0.95,0.0,0,0,0,56414948.0,-5.0
2026-09-13,Dominic Solanke,Tottenham Hotspur FC,PL,,26.88021902806297,59148692.0,1.0,0.95,0.0,0,0,0,56191257.0,-5.0
2026-09-13,Rafael Leão,AC Milan,SA,,25.144421629021217,58969584.0,1.0,0.95,0.0,0,0,0,56021105.0,-5.0
2026-09-13,Diogo Jota,Liverpool FC,PL,,27.65776865160849,58790236.0,1.0,0.95,0.0,0,0,0,55850724.0,-5.0
2026-09-13,Yoane Wissa,Brentford FC,PL,,27.90965092402464,58614000.0,0.95,0.95,0.3333,1,1,3,52899135.0,-9.8
2026-09-13,Leandro Trossard,Arsenal FC,PL,,29.659137577002053,58096884.0,1.0,0.95,0.0,0,0,0,55192040.0,-5.0
2026-09-13,Nick Woltemade,VfB Stuttgart,BL1,,22.46132785763176,58082592.0,1.0,1.0,0.0,0,0,0,58082592.0,0.0
2026-09-13,Antoine Semenyo,AFC Bournemouth,PL,,24.566735112936342,57861224.0,1.0,1.0,0.0,0,0,0,57861224.0,0.0
2026-09-13,Rodrygo,Real Madrid CF,PD,,23.55920602327173,56463224.0,1.0,1.0,0.0,0,0,0,56463224.0,0.0
2026-09-13,Bruno Fernandes,Manchester United FC,PL,,29.897330595482547,56254684.0,1.03,0.95,0.6,3,1,3,55045208.0,-2.2
2026-09-13,Rayan Cherki,Olympique Lyonnais,FL1,,20.95824777549624,56229044.0,1.03,1.0,0.6,2,2,3,57915915.0,3.0
2026-09-13,Gonçalo Ramos,Paris Saint-Germain FC,FL1,,23.11567419575633,56096108.0,0.91,1.0,0.2,1,0,4,51047458.0,-9.0
2026-09-13,Mikel Merino,Arsenal FC,PL,,28.109514031485283,54806364.0,1.0,0.95,0.0,0,0,0,52066046.0,-5.0
2026-09-13,Loïs Openda,RB Leipzig,BL1,,24.45722108145106,54588632.0,0.95,1.0,0.3333,1,1,4,51859200.0,-5.0
2026-09-13,Lautaro Martínez,FC Internazionale Milano,SA,,26.94318959616701,53912332.0,0.97,0.95,0.4,2,0,3,49680214.0,-7.8
2026-09-13,Fermín López,FC Barcelona,PD,,21.22655715263518,52869776.0,1.09,1.0,0.8,4,2,4,57628056.0,9.0
2026-09-13,Morgan Gibbs-White,Nottingham Forest FC,PL,,24.511978097193705,52853744.0,0.99,1.0,0.4667,1,2,4,52325207.0,-1.0
2026-09-13,Dušan Vlahović,Juventus FC,SA,,24.50924024640657,52533536.0,1.0,1.0,0.0,0,0,0,52533536.0,0.0
2026-09-13,Brennan Johnson,Tottenham Hotspur FC,PL,,23.19233401779603,52377656.0,1.0,1.0,0.0,0,0,0,52377656.0,0.0
2026-09-13,Justin Kluivert,AFC Bournemouth,PL,,25.24298425735797,52331320.0,0.91,0.95,0.2,1,0,4,45240426.0,-13.6
2026-09-13,Conor Gallagher,Club Atlético de Madrid,PD,,24.484599589322382,52011500.0,1.0,1.0,0.0,0,0,0,52011500.0,0.0
2026-09-13,Leroy Sané,FC Bayern München,BL1,,28.555783709787818,51825924.0,1.0,0.95,0.0,0,0,0,49234628.0,-5.0
2026-09-13,Jacob Murphy,Newcastle United FC,PL,,29.43463381245722,51423296.0,1.0,0.95,0.0,0,0,0,48852131.0,-5.0
2026-09-13,Omar Marmoush,Manchester City FC,PL,,25.481177275838466,50945324.0,1.0,0.95,0.0,0,0,0,48398058.0,-5.0
2026-09-13,Tijjani Reijnders,AC Milan,SA,,26.00958247775496,50386472.0,1.0,0.95,0.0,0,0,0,47867148.0,-5.0
2026-09-13,Evann Guessand,OGC Nice,FL1,,23.08555783709788,50236484.0,1.0,1.0,0.0,0,0,0,50236484.0,0.0
2026-09-13,Joshua Zirkzee,Manchester United FC,PL,,23.195071868583163,50069180.0,1.0,1.0,0.0,0,0,0,50069180.0,0.0
2026-09-13,Patrik Schick,Bayer 04 Leverkusen,BL1,,28.52019164955509,49827576.0,1.03,0.95,0.6,3,1,3,48756283.0,-2.2
2026-09-13,Bernardo Silva,Manchester City FC,PL,,29.976728268309376,49424260.0,1.0,0.95,0.0,0,0,0,46953047.0,-5.0
2026-09-13,Harvey Barnes,Newcastle United FC,PL,,26.64476386036961,48698580.0,0.91,0.95,0.2,1,0,3,42099922.0,-13.6
2026-09-13,Ritsu Doan,SC Freiburg,BL1,,26.127310061601644,48569084.0,1.0,0.95,0.0,0,0,0,46140630.0,-5.0
2026-09-13,Ismaïla Sarr,Crystal Palace FC,PL,,26.431211498973305,48392100.0,1.0,0.95,0.0,0,0,0,45972495.0,-5.0
2026-09-13,Ollie Watkins,Aston Villa FC,PL,,28.588637919233403,48138200.0,1.0,0.95,0.0,0,0,0,45731290.0,-5.0
2026-09-13,Karim Adeyemi,Borussia Dortmund,BL1,,22.535249828884325,47675208.0,0.95,1.0,0.3333,1,1,4,45291448.0,-5.0
2026-09-13,Evanilson,AFC Bournemouth,PL,,24.82135523613963,47555056.0,1.0,1.0,0.0,0,0,0,47555056.0,0.0
2026-09-13,Alejandro Garnacho,Manchester United FC,PL,,20.08487337440109,46696584.0,1.0,1.0,0.0,0,0,0,46696584.0,0.0
2026-09-13,Dango Ouattara,AFC Bournemouth,PL,,22.469541409993155,46576768.0,1.0,1.0,0.0,0,0,0,46576768.0,0.0
2026-09-13,Nicolò Barella,FC Internazionale Milano,SA,,27.479808350444905,46554652.0,1.0,0.95,0.0,0,0,0,44226919.0,-5.0
2026-09-13,Jørgen Strand Larsen,Wolverhampton Wanderers FC,PL,,24.484599589322382,45821000.0,0.91,1.0,0.2,1,0,4,41697110.0,-9.0
2026-09-13,Fabián Ruiz,Paris Saint-Germain FC,FL1,,28.32854209445585,45476040.0,1.0,0.95,0.0,0,0,0,43202238.0,-5.0
2026-09-13,Maximilian Beier,Borussia Dortmund,BL1,,21.790554414784395,45248920.0,1.0,1.0,0.0,0,0,0,45248920.0,0.0
2026-09-13,Kai Havertz,Arsenal FC,PL,,25.14168377823409,45072340.0,0.97,0.95,0.4,2,0,4,41534161.0,-7.9
2026-09-13,Mateo Retegui,Atalanta BC,SA,,25.259411362080765,44505872.0,1.0,0.95,0.0,0,0,0,42280578.0,-5.0
2026-09-13,Nikola Milenković,Nottingham Forest FC,PL,,26.80355920602328,44461920.0,1.0,0.95,0.0,0,0,0,42238824.0,-5.0
2026-09-13,Georginio Rutter,Brighton & Hove Albion FC,PL,,22.28336755646817,44132580.0,1.0,1.0,0.0,0,0,0,44132580.0,0.0
2026-09-13,Ademola Lookman,Atalanta BC,SA,,26.781656399726216,43972012.0,0.91,0.95,0.2,1,0,4,38013804.0,-13.6
2026-09-13,Khvicha Kvaratskhelia,SSC Napoli,SA,,23.46611909650924,43762836.0,1.0,1.0,0.0,0,0,0,43762836.0,0.0
2026-09-13,Kevin Schade,Brentford FC,PL,,22.6776180698152,43594464.0,1.03,1.0,0.6,3,0,4,44902298.0,3.0
2026-09-13,Jarrod Bowen,West Ham United FC,PL,,28.583162217659137,43388328.0,1.0,0.95,0.0,0,0,0,41218912.0,-5.0
2026-09-13,Lucas Paquetá,West Ham United FC,PL,,26.92950034223135,43105232.0,1.0,0.95,0.0,0,0,0,40949970.0,-5.0
2026-09-13,Richarlison,Tottenham Hotspur FC,PL,,27.227926078028748,42486108.0,1.0,0.95,0.0,0,0,0,40361803.0,-5.0
2026-09-13,Thierno Barry,Villarreal CF,PD,,24.553045859000683,42196748.0,0.91,1.0,0.2,1,0,4,38399041.0,-9.0
2026-09-13,Adrien Rabiot,Olympique de Marseille,FL1,,29.3305954825462,41813064.0,0.99,0.95,0.4667,1,2,4,39325187.0,-5.9
2026-09-13,Dan Ndoye,Bologna FC 1909,SA,,23.76728268309377,41620588.0,0.91,1.0,0.2,1,0,4,37874735.0,-9.0
2026-09-13,Jean-Philippe Mateta,Crystal Palace FC,PL,,27.09377138945928,41611700.0,1.0,0.95,0.0,0,0,0,39531115.0,-5.0
2026-09-13,Julian Brandt,Borussia Dortmund,BL1,,28.249144421629023,41554752.0,1.0,0.95,0.0,0,0,0,39477014.0,-5.0
2026-09-13,Marcus Tavernier,AFC Bournemouth,PL,,25.363449691991782,41240808.0,1.03,0.95,0.6,3,0,4,40354131.0,-2.1
2026-09-13,Randal Kolo Muani,Juventus FC,SA,,25.65639972621492,41211872.0,1.0,0.95,0.0,0,0,0,39151278.0,-5.0
2026-09-13,Jeremie Frimpong,Bayer 04 Leverkusen,BL1,,23.64134154688569,41198668.0,1.0,1.0,0.0,0,0,0,41198668.0,0.0
